sample_id,item_id,machine_id,time_id,quantity,sample_objective
Sample_2,item87,machine05,date169,116,2047500
Sample_2,item87,machine17,date169,162,2047500
Sample_2,item87,machine18,date169,36,2047500
Sample_2,item87,machine19,date169,89,2047500
Sample_2,item87,machine20,date169,61,2047500
Sample_2,item87,machine21,date169,71,2047500
Sample_2,item87,machine32,date169,153,2047500
Sample_2,item87,machine33,date169,44,2047500
Sample_3,item05,machine10,date041,433,1371128
Sample_3,item95,machine19,date049,1,1371128
Sample_3,item91,machine08,date154,1,1371128
Sample_3,item91,machine09,date154,4,1371128
Sample_3,item91,machine10,date154,4,1371128
Sample_3,item91,machine14,date154,3,1371128
Sample_3,item91,machine21,date154,3,1371128
Sample_3,item91,machine28,date154,3,1371128
Sample_3,item91,machine29,date154,4,1371128
Sample_3,item91,machine34,date154,3,1371128
Sample_3,item20,machine01,date169,20,1371128
Sample_3,item20,machine02,date169,83,1371128
Sample_3,item20,machine03,date169,35,1371128
Sample_3,item20,machine05,date169,81,1371128
Sample_3,item20,machine06,date169,10,1371128
Sample_3,item20,machine14,date169,13,1371128
Sample_3,item20,machine16,date169,11,1371128
Sample_3,item20,machine17,date169,4,1371128
Sample_3,item20,machine18,date169,80,1371128
Sample_3,item20,machine19,date169,7,1371128
Sample_3,item20,machine20,date169,28,1371128
Sample_3,item20,machine32,date169,8,1371128
Sample_3,item20,machine33,date169,22,1371128
Sample_3,item87,machine01,date169,173,1371128
Sample_3,item87,machine03,date169,57,1371128
Sample_3,item87,machine05,date169,177,1371128
Sample_3,item87,machine17,date169,126,1371128
Sample_3,item87,machine18,date169,78,1371128
Sample_3,item87,machine19,date169,22,1371128
Sample_3,item87,machine20,date169,2,1371128
Sample_3,item87,machine21,date169,64,1371128
Sample_3,item87,machine32,date169,88,1371128
Sample_3,item87,machine33,date169,105,1371128
Sample_4,item05,machine10,date041,133,2287141
Sample_4,item05,machine10,date069,475,2287141
Sample_4,item20,machine01,date169,72,2287141
Sample_4,item20,machine02,date169,61,2287141
Sample_4,item20,machine03,date169,28,2287141
Sample_4,item20,machine05,date169,66,2287141
Sample_4,item20,machine06,date169,14,2287141
Sample_4,item20,machine14,date169,78,2287141
Sample_4,item20,machine16,date169,29,2287141
Sample_4,item20,machine17,date169,73,2287141
Sample_4,item20,machine18,date169,53,2287141
Sample_4,item20,machine19,date169,34,2287141
Sample_4,item20,machine20,date169,68,2287141
Sample_4,item20,machine32,date169,7,2287141
Sample_4,item20,machine33,date169,62,2287141
Sample_4,item87,machine01,date169,74,2287141
Sample_4,item87,machine03,date169,91,2287141
Sample_4,item87,machine05,date169,8,2287141
Sample_4,item87,machine17,date169,169,2287141
Sample_4,item87,machine18,date169,110,2287141
Sample_4,item87,machine19,date169,11,2287141
Sample_4,item87,machine20,date169,158,2287141
Sample_4,item87,machine21,date169,63,2287141
Sample_4,item87,machine32,date169,73,2287141
Sample_4,item87,machine33,date169,105,2287141
Sample_5,item05,machine10,date041,216,53606130000000
Sample_5,item95,machine10,date049,1,53606130000000
Sample_5,item95,machine19,date049,1,53606130000000
Sample_5,item05,machine10,date069,360,53606130000000
Sample_5,item05,machine10,date100,130,53606130000000
Sample_5,item20,machine01,date169,16,53606130000000
Sample_5,item20,machine02,date169,69,53606130000000
Sample_5,item20,machine03,date169,7,53606130000000
Sample_5,item20,machine05,date169,5,53606130000000
Sample_5,item20,machine06,date169,5,53606130000000
Sample_5,item20,machine14,date169,1,53606130000000
Sample_5,item20,machine17,date169,4,53606130000000
Sample_5,item20,machine18,date169,9,53606130000000
Sample_5,item20,machine19,date169,30,53606130000000
Sample_5,item20,machine20,date169,14,53606130000000
Sample_5,item20,machine32,date169,6,53606130000000
Sample_5,item20,machine33,date169,81,53606130000000
Sample_6,item05,machine10,date041,403,0
Sample_6,item95,machine10,date049,1,0
Sample_6,item95,machine19,date049,1,0
Sample_6,item05,machine10,date069,136,0
Sample_6,item05,machine10,date100,32,0
Sample_6,item05,machine10,date130,28,0
Sample_7,item95,machine10,date049,1,0
Sample_7,item95,machine19,date049,1,0
Sample_7,item05,machine10,date069,343,0
Sample_7,item05,machine10,date100,242,0
Sample_7,item05,machine10,date130,363,0
Sample_7,item51,machine08,date133,77,0
Sample_7,item51,machine09,date133,53,0
Sample_7,item51,machine29,date133,78,0
Sample_8,item05,machine10,date069,400,0
Sample_8,item05,machine10,date100,417,0
Sample_8,item05,machine10,date130,274,0
Sample_8,item51,machine08,date133,76,0
Sample_8,item51,machine09,date133,66,0
Sample_8,item51,machine29,date133,66,0
Sample_8,item12,machine08,date150,13,0
Sample_8,item12,machine09,date150,10,0
Sample_8,item12,machine14,date150,5,0
Sample_8,item12,machine21,date150,12,0
Sample_8,item12,machine22,date150,1,0
Sample_8,item12,machine23,date150,3,0
Sample_9,item05,machine10,date100,86,0
Sample_9,item05,machine10,date130,296,0
Sample_9,item51,machine08,date133,114,0
Sample_9,item51,machine09,date133,94,0
Sample_9,item51,machine29,date133,184,0
Sample_9,item12,machine08,date150,4,0
Sample_9,item12,machine09,date150,5,0
Sample_9,item12,machine14,date150,10,0
Sample_9,item12,machine21,date150,5,0
Sample_9,item12,machine22,date150,9,0
Sample_9,item12,machine23,date150,9,0
Sample_9,item95,machine10,date150,1,0
Sample_9,item95,machine19,date150,1,0
Sample_10,item05,machine10,date130,179,0
Sample_10,item51,machine08,date133,115,0
Sample_10,item51,machine09,date133,207,0
Sample_10,item51,machine29,date133,93,0
Sample_10,item12,machine08,date150,4,0
Sample_10,item12,machine09,date150,2,0
Sample_10,item12,machine14,date150,4,0
Sample_10,item12,machine21,date150,3,0
Sample_10,item12,machine22,date150,4,0
Sample_10,item95,machine10,date150,2,0
Sample_10,item95,machine19,date150,1,0
Sample_10,item06,machine22,date151,17,0
Sample_11,item51,machine08,date133,204,11602503256000
Sample_11,item51,machine09,date133,122,11602503256000
Sample_11,item51,machine29,date133,32,11602503256000
Sample_11,item12,machine09,date150,11,11602503256000
Sample_11,item12,machine14,date150,9,11602503256000
Sample_11,item12,machine21,date150,6,11602503256000
Sample_11,item12,machine22,date150,12,11602503256000
Sample_11,item12,machine23,date150,8,11602503256000
Sample_11,item95,machine10,date150,1,11602503256000
Sample_11,item06,machine22,date151,149,11602503256000
Sample_11,item89,machine04,date152,97,11602503256000
Sample_11,item89,machine05,date152,84,11602503256000
Sample_11,item89,machine07,date152,3,11602503256000
Sample_11,item89,machine08,date152,128,11602503256000
Sample_11,item89,machine09,date152,33,11602503256000
Sample_11,item89,machine14,date152,88,11602503256000
Sample_11,item89,machine21,date152,5,11602503256000
Sample_11,item89,machine22,date152,54,11602503256000
Sample_11,item89,machine23,date152,25,11602503256000
Sample_11,item89,machine28,date152,26,11602503256000
Sample_11,item89,machine29,date152,141,11602503256000
Sample_11,item89,machine30,date152,31,11602503256000
Sample_11,item89,machine32,date152,110,11602503256000
Sample_11,item89,machine33,date152,134,11602503256000
Sample_11,item89,machine34,date152,18,11602503256000
Sample_11,item89,machine35,date152,133,11602503256000
Sample_12,item12,machine08,date150,13,15470000000000
Sample_12,item12,machine09,date150,3,15470000000000
Sample_12,item12,machine14,date150,11,15470000000000
Sample_12,item12,machine21,date150,4,15470000000000
Sample_12,item12,machine22,date150,2,15470000000000
Sample_12,item12,machine23,date150,15,15470000000000
Sample_12,item95,machine19,date150,2,15470000000000
Sample_12,item06,machine22,date151,40,15470000000000
Sample_12,item57,machine05,date152,1,15470000000000
Sample_12,item57,machine09,date152,1,15470000000000
Sample_12,item57,machine14,date152,1,15470000000000
Sample_12,item57,machine20,date152,1,15470000000000
Sample_12,item57,machine21,date152,2,15470000000000
Sample_12,item57,machine23,date152,1,15470000000000
Sample_12,item57,machine28,date152,1,15470000000000
Sample_12,item89,machine04,date152,77,15470000000000
Sample_12,item89,machine05,date152,3,15470000000000
Sample_12,item89,machine07,date152,57,15470000000000
Sample_12,item89,machine08,date152,134,15470000000000
Sample_12,item89,machine09,date152,102,15470000000000
Sample_12,item89,machine10,date152,47,15470000000000
Sample_12,item89,machine14,date152,7,15470000000000
Sample_12,item89,machine21,date152,3,15470000000000
Sample_12,item89,machine22,date152,27,15470000000000
Sample_12,item89,machine23,date152,26,15470000000000
Sample_12,item89,machine28,date152,7,15470000000000
Sample_12,item89,machine29,date152,122,15470000000000
Sample_12,item89,machine30,date152,75,15470000000000
Sample_12,item89,machine32,date152,30,15470000000000
Sample_12,item89,machine33,date152,65,15470000000000
Sample_12,item89,machine34,date152,5,15470000000000
Sample_12,item89,machine35,date152,139,15470000000000
Sample_13,item95,machine10,date150,1,24115000000000
Sample_13,item06,machine22,date151,150,24115000000000
Sample_13,item57,machine05,date152,2,24115000000000
Sample_13,item57,machine14,date152,2,24115000000000
Sample_13,item57,machine20,date152,2,24115000000000
Sample_13,item57,machine21,date152,2,24115000000000
Sample_13,item57,machine23,date152,1,24115000000000
Sample_13,item89,machine04,date152,61,24115000000000
Sample_13,item89,machine05,date152,82,24115000000000
Sample_13,item89,machine07,date152,138,24115000000000
Sample_13,item89,machine08,date152,101,24115000000000
Sample_13,item89,machine09,date152,118,24115000000000
Sample_13,item89,machine10,date152,7,24115000000000
Sample_13,item89,machine14,date152,142,24115000000000
Sample_13,item89,machine21,date152,119,24115000000000
Sample_13,item89,machine22,date152,80,24115000000000
Sample_13,item89,machine23,date152,14,24115000000000
Sample_13,item89,machine28,date152,121,24115000000000
Sample_13,item89,machine29,date152,5,24115000000000
Sample_13,item89,machine30,date152,115,24115000000000
Sample_13,item89,machine32,date152,10,24115000000000
Sample_13,item89,machine33,date152,1,24115000000000
Sample_13,item89,machine34,date152,1,24115000000000
Sample_13,item89,machine35,date152,11,24115000000000
Sample_13,item72,machine04,date153,13,24115000000000
Sample_13,item72,machine08,date153,9,24115000000000
Sample_13,item72,machine09,date153,13,24115000000000
Sample_13,item72,machine10,date153,19,24115000000000
Sample_13,item72,machine21,date153,20,24115000000000
Sample_13,item72,machine23,date153,10,24115000000000
Sample_13,item72,machine28,date153,14,24115000000000
Sample_14,item06,machine22,date151,117,21840000000000
Sample_14,item57,machine04,date152,1,21840000000000
Sample_14,item57,machine05,date152,1,21840000000000
Sample_14,item57,machine09,date152,1,21840000000000
Sample_14,item57,machine14,date152,1,21840000000000
Sample_14,item57,machine20,date152,1,21840000000000
Sample_14,item57,machine21,date152,1,21840000000000
Sample_14,item57,machine23,date152,1,21840000000000
Sample_14,item89,machine04,date152,102,21840000000000
Sample_14,item89,machine05,date152,88,21840000000000
Sample_14,item89,machine07,date152,64,21840000000000
Sample_14,item89,machine08,date152,100,21840000000000
Sample_14,item89,machine09,date152,42,21840000000000
Sample_14,item89,machine10,date152,2,21840000000000
Sample_14,item89,machine14,date152,79,21840000000000
Sample_14,item89,machine21,date152,111,21840000000000
Sample_14,item89,machine22,date152,52,21840000000000
Sample_14,item89,machine23,date152,15,21840000000000
Sample_14,item89,machine28,date152,6,21840000000000
Sample_14,item89,machine29,date152,116,21840000000000
Sample_14,item89,machine30,date152,103,21840000000000
Sample_14,item89,machine33,date152,17,21840000000000
Sample_14,item89,machine34,date152,42,21840000000000
Sample_14,item89,machine35,date152,142,21840000000000
Sample_14,item72,machine04,date153,18,21840000000000
Sample_14,item72,machine08,date153,17,21840000000000
Sample_14,item72,machine09,date153,19,21840000000000
Sample_14,item72,machine10,date153,3,21840000000000
Sample_14,item72,machine21,date153,11,21840000000000
Sample_14,item72,machine23,date153,1,21840000000000
Sample_14,item72,machine28,date153,12,21840000000000
Sample_14,item91,machine08,date153,3,21840000000000
Sample_14,item91,machine09,date153,2,21840000000000
Sample_14,item91,machine10,date153,1,21840000000000
Sample_14,item91,machine14,date153,3,21840000000000
Sample_14,item91,machine21,date153,2,21840000000000
Sample_14,item91,machine28,date153,2,21840000000000
Sample_14,item91,machine29,date153,3,21840000000000
Sample_14,item91,machine34,date153,2,21840000000000
Sample_14,item91,machine35,date153,1,21840000000000
Sample_15,item57,machine04,date152,1,6812170
Sample_15,item57,machine05,date152,1,6812170
Sample_15,item57,machine09,date152,2,6812170
Sample_15,item57,machine14,date152,1,6812170
Sample_15,item57,machine20,date152,1,6812170
Sample_15,item57,machine28,date152,2,6812170
Sample_15,item89,machine04,date152,103,6812170
Sample_15,item89,machine05,date152,117,6812170
Sample_15,item89,machine07,date152,118,6812170
Sample_15,item89,machine08,date152,143,6812170
Sample_15,item89,machine09,date152,115,6812170
Sample_15,item89,machine10,date152,1,6812170
Sample_15,item89,machine14,date152,88,6812170
Sample_15,item89,machine21,date152,25,6812170
Sample_15,item89,machine22,date152,38,6812170
Sample_15,item89,machine23,date152,20,6812170
Sample_15,item89,machine28,date152,1,6812170
Sample_15,item89,machine29,date152,73,6812170
Sample_15,item89,machine30,date152,2,6812170
Sample_15,item89,machine32,date152,90,6812170
Sample_15,item89,machine34,date152,20,6812170
Sample_15,item89,machine35,date152,33,6812170
Sample_15,item72,machine04,date153,7,6812170
Sample_15,item72,machine08,date153,17,6812170
Sample_15,item72,machine09,date153,15,6812170
Sample_15,item72,machine10,date153,17,6812170
Sample_15,item72,machine21,date153,6,6812170
Sample_15,item72,machine23,date153,16,6812170
Sample_15,item91,machine08,date153,1,6812170
Sample_15,item91,machine09,date153,2,6812170
Sample_15,item91,machine14,date153,1,6812170
Sample_15,item91,machine21,date153,1,6812170
Sample_15,item91,machine28,date153,2,6812170
Sample_15,item91,machine29,date153,2,6812170
Sample_15,item91,machine34,date153,1,6812170
Sample_15,item91,machine35,date153,3,6812170
Sample_15,item87,machine01,date154,173,6812170
Sample_15,item87,machine03,date154,106,6812170
Sample_15,item87,machine05,date154,19,6812170
Sample_15,item87,machine17,date154,194,6812170
Sample_15,item87,machine18,date154,63,6812170
Sample_15,item87,machine19,date154,148,6812170
Sample_15,item87,machine20,date154,167,6812170
Sample_15,item87,machine21,date154,91,6812170
Sample_15,item87,machine32,date154,130,6812170
Sample_15,item87,machine33,date154,40,6812170
Sample_16,item57,machine04,date152,2,0
Sample_16,item57,machine05,date152,1,0
Sample_16,item57,machine14,date152,1,0
Sample_16,item57,machine20,date152,1,0
Sample_16,item57,machine21,date152,1,0
Sample_16,item57,machine28,date152,1,0
Sample_16,item72,machine04,date153,14,0
Sample_16,item72,machine08,date153,16,0
Sample_16,item72,machine09,date153,8,0
Sample_16,item72,machine10,date153,5,0
Sample_16,item72,machine21,date153,5,0
Sample_16,item72,machine23,date153,14,0
Sample_16,item72,machine28,date153,13,0
Sample_16,item91,machine08,date153,3,0
Sample_16,item91,machine09,date153,2,0
Sample_16,item91,machine10,date153,1,0
Sample_16,item91,machine14,date153,4,0
Sample_16,item91,machine21,date153,3,0
Sample_16,item91,machine28,date153,2,0
Sample_16,item91,machine29,date153,3,0
Sample_16,item91,machine34,date153,3,0
Sample_16,item91,machine35,date153,1,0
Sample_16,item87,machine01,date154,70,0
Sample_16,item87,machine03,date154,46,0
Sample_16,item87,machine05,date154,177,0
Sample_16,item87,machine17,date154,39,0
Sample_16,item87,machine18,date154,148,0
Sample_16,item87,machine19,date154,69,0
Sample_16,item87,machine20,date154,99,0
Sample_16,item87,machine21,date154,116,0
Sample_16,item87,machine32,date154,61,0
Sample_16,item87,machine33,date154,162,0
Sample_16,item35,machine05,date155,7,0
Sample_16,item35,machine19,date155,9,0
Sample_16,item35,machine20,date155,12,0
Sample_17,item72,machine04,date153,17,370680
Sample_17,item72,machine09,date153,17,370680
Sample_17,item72,machine10,date153,9,370680
Sample_17,item72,machine21,date153,14,370680
Sample_17,item72,machine28,date153,1,370680
Sample_17,item91,machine08,date153,4,370680
Sample_17,item91,machine09,date153,3,370680
Sample_17,item91,machine10,date153,1,370680
Sample_17,item91,machine14,date153,1,370680
Sample_17,item91,machine21,date153,3,370680
Sample_17,item91,machine28,date153,1,370680
Sample_17,item91,machine29,date153,2,370680
Sample_17,item91,machine35,date153,3,370680
Sample_17,item87,machine01,date154,17,370680
Sample_17,item87,machine03,date154,1,370680
Sample_17,item87,machine05,date154,73,370680
Sample_17,item87,machine17,date154,57,370680
Sample_17,item87,machine18,date154,185,370680
Sample_17,item87,machine19,date154,126,370680
Sample_17,item87,machine20,date154,13,370680
Sample_17,item87,machine21,date154,13,370680
Sample_17,item87,machine32,date154,106,370680
Sample_17,item87,machine33,date154,63,370680
Sample_17,item35,machine05,date155,5,370680
Sample_17,item35,machine19,date155,11,370680
Sample_17,item35,machine20,date155,11,370680
Sample_17,item86,machine08,date156,26,370680
Sample_17,item86,machine09,date156,29,370680
Sample_17,item86,machine10,date156,51,370680
Sample_17,item86,machine21,date156,53,370680
Sample_17,item86,machine28,date156,14,370680
Sample_17,item86,machine32,date156,62,370680
Sample_17,item86,machine33,date156,24,370680
Sample_18,item91,machine08,date153,1,513720
Sample_18,item91,machine09,date153,1,513720
Sample_18,item91,machine10,date153,3,513720
Sample_18,item91,machine14,date153,1,513720
Sample_18,item91,machine21,date153,1,513720
Sample_18,item91,machine28,date153,4,513720
Sample_18,item91,machine29,date153,3,513720
Sample_18,item91,machine34,date153,1,513720
Sample_18,item91,machine35,date153,1,513720
Sample_18,item87,machine01,date154,131,513720
Sample_18,item87,machine03,date154,159,513720
Sample_18,item87,machine05,date154,96,513720
Sample_18,item87,machine17,date154,181,513720
Sample_18,item87,machine18,date154,96,513720
Sample_18,item87,machine19,date154,45,513720
Sample_18,item87,machine20,date154,12,513720
Sample_18,item87,machine21,date154,21,513720
Sample_18,item87,machine32,date154,105,513720
Sample_18,item87,machine33,date154,21,513720
Sample_18,item35,machine05,date155,12,513720
Sample_18,item35,machine19,date155,7,513720
Sample_18,item35,machine20,date155,9,513720
Sample_18,item78,machine08,date156,19,513720
Sample_18,item78,machine09,date156,19,513720
Sample_18,item78,machine10,date156,19,513720
Sample_18,item78,machine14,date156,24,513720
Sample_18,item78,machine21,date156,26,513720
Sample_18,item78,machine32,date156,7,513720
Sample_18,item78,machine33,date156,29,513720
Sample_18,item86,machine08,date156,9,513720
Sample_18,item86,machine09,date156,59,513720
Sample_18,item86,machine10,date156,1,513720
Sample_18,item86,machine21,date156,29,513720
Sample_18,item86,machine28,date156,4,513720
Sample_18,item86,machine32,date156,49,513720
Sample_18,item86,machine33,date156,25,513720
Sample_19,item87,machine01,date154,171,370680
Sample_19,item87,machine03,date154,131,370680
Sample_19,item87,machine05,date154,138,370680
Sample_19,item87,machine17,date154,22,370680
Sample_19,item87,machine18,date154,128,370680
Sample_19,item87,machine19,date154,161,370680
Sample_19,item87,machine20,date154,163,370680
Sample_19,item87,machine21,date154,20,370680
Sample_19,item87,machine32,date154,93,370680
Sample_19,item87,machine33,date154,78,370680
Sample_19,item35,machine05,date155,8,370680
Sample_19,item35,machine19,date155,10,370680
Sample_19,item35,machine20,date155,9,370680
Sample_19,item78,machine08,date156,12,370680
Sample_19,item78,machine09,date156,10,370680
Sample_19,item78,machine10,date156,36,370680
Sample_19,item78,machine14,date156,26,370680
Sample_19,item78,machine21,date156,28,370680
Sample_19,item78,machine32,date156,9,370680
Sample_19,item78,machine33,date156,38,370680
Sample_19,item86,machine08,date156,20,370680
Sample_19,item86,machine09,date156,1,370680
Sample_19,item86,machine10,date156,20,370680
Sample_19,item86,machine21,date156,18,370680
Sample_19,item86,machine28,date156,2,370680
Sample_19,item86,machine32,date156,20,370680
Sample_19,item86,machine33,date156,44,370680
Sample_19,item83,machine08,date160,4,370680
Sample_19,item83,machine09,date160,4,370680
Sample_19,item83,machine10,date160,2,370680
Sample_19,item83,machine14,date160,1,370680
Sample_19,item83,machine21,date160,3,370680
Sample_19,item83,machine22,date160,2,370680
Sample_19,item83,machine23,date160,4,370680
Sample_19,item83,machine31,date160,1,370680
Sample_20,item35,machine05,date155,7,646750
Sample_20,item35,machine19,date155,10,646750
Sample_20,item35,machine20,date155,11,646750
Sample_20,item78,machine08,date156,6,646750
Sample_20,item78,machine09,date156,3,646750
Sample_20,item78,machine10,date156,24,646750
Sample_20,item78,machine14,date156,1,646750
Sample_20,item78,machine21,date156,29,646750
Sample_20,item78,machine32,date156,4,646750
Sample_20,item78,machine33,date156,2,646750
Sample_20,item86,machine08,date156,50,646750
Sample_20,item86,machine09,date156,25,646750
Sample_20,item86,machine10,date156,38,646750
Sample_20,item86,machine21,date156,1,646750
Sample_20,item86,machine28,date156,58,646750
Sample_20,item86,machine32,date156,38,646750
Sample_20,item86,machine33,date156,21,646750
Sample_20,item15,machine04,date160,144,646750
Sample_20,item15,machine05,date160,36,646750
Sample_20,item15,machine07,date160,62,646750
Sample_20,item15,machine08,date160,59,646750
Sample_20,item15,machine09,date160,269,646750
Sample_20,item15,machine10,date160,262,646750
Sample_20,item15,machine12,date160,150,646750
Sample_20,item15,machine14,date160,209,646750
Sample_20,item15,machine20,date160,302,646750
Sample_20,item15,machine21,date160,258,646750
Sample_20,item15,machine23,date160,45,646750
Sample_20,item15,machine28,date160,127,646750
Sample_20,item15,machine29,date160,228,646750
Sample_20,item15,machine30,date160,96,646750
