conditioning,order
"Order information
• Hey, look at this, is it item33 42? It's until June 10th, 2021, 64,130 won. And nothing special.
• There are 40 item18 drawings that need to be done. It's until June 11, 2021. It's 17,794 won. And BV/W
• Wait, check this, is this the 40 item17 drawing? It's until June 11, 2021, and it's 24,418 won? There's also BV/W.
• Hey, look at this, is that 188 item09? It's until June 14th, 2021, 3,452 won. And nothing special.
• want 30 of these item24. They have to be done by June 15th, 2021, and the unit price is 26,719 won. Oh, and there's nothing special about it.

Machine information
• item33 machine09 9.67
• item33 machine29 7.0
• item17 machine04 8.47
• item17 machine07 6.8
• item17 machine08 8.31
• item17 machine09 7.24
• item17 machine10 1.17
• item17 machine14 8.56
• item17 machine18 10.73
• item17 machine21 7.54
• item17 machine22 4.38
• item17 machine23 11.0
• item17 machine28 4.27
• item17 machine29 9.32
• item17 machine33 8.42
• item17 machine35 7.48
• item18 machine04 3.86
• item18 machine07 3.21
• item18 machine08 3.92
• item18 machine09 3.5
• item18 machine10 1.66
• item18 machine14 4.0
• item18 machine21 3.51
• item18 machine22 3.41
• item18 machine23 1.17
• item18 machine28 2.43
• item18 machine29 3.92
• item18 machine30 3.84
• item18 machine34 3.45
• item18 machine35 4.03
• item09 machine08 2.31
• item09 machine10 2.32
• item09 machine14 3.0
• item09 machine21 2.44
• item09 machine22 2.34
• item09 machine28 2.59
• item09 machine30 2.4
• item09 machine31 2.21
• item09 machine35 1.92
• item24 machine04 8.03
• item24 machine05 7.8
• item24 machine07 6.99
• item24 machine08 6.86
• item24 machine09 7.43
• item24 machine10 7.82
• item24 machine14 6.97
• item24 machine20 6.57
• item24 machine21 6.99
• item24 machine22 7.51
• item24 machine28 7.8
• item24 machine30 9.22
• item24 machine33 7.83
• item24 machine34 7.59
• item24 machine35 7.48","• item33 machine09 date161 23
• item33 machine29 date161 9
• item09 machine08 date165 41
• item09 machine10 date165 73
• item09 machine14 date165 110
• item09 machine21 date165 91
• item09 machine22 date165 32
• item09 machine28 date165 12
• item09 machine30 date165 154
• item09 machine31 date165 136
• item09 machine35 date165 60
• item18 machine04 date162 1
• item18 machine07 date162 7
• item18 machine08 date162 4
• item18 machine09 date162 1
• item18 machine10 date162 38
• item18 machine14 date162 26
• item18 machine21 date162 26
• item18 machine22 date162 9
• item18 machine23 date162 35
• item18 machine28 date162 3
• item18 machine29 date162 6
• item18 machine30 date162 9
• item18 machine34 date162 39
• item18 machine35 date162 15
• item17 machine04 date162 2
• item17 machine07 date162 11
• item17 machine08 date162 6
• item17 machine09 date162 27
• item17 machine10 date162 11
• item17 machine14 date162 3
• item17 machine18 date162 6
• item17 machine22 date162 10
• item17 machine23 date162 1
• item17 machine28 date162 39
• item17 machine29 date162 13
• item17 machine33 date162 2
• item17 machine35 date162 25
• item24 machine04 date166 12
• item24 machine05 date166 19
• item24 machine07 date166 2
• item24 machine08 date166 6
• item24 machine09 date166 14
• item24 machine10 date166 12
• item24 machine14 date166 3
• item24 machine20 date166 9
• item24 machine21 date166 9
• item24 machine22 date166 6
• item24 machine28 date166 30
• item24 machine30 date166 25
• item24 machine33 date166 3
• item24 machine34 date166 19
• item24 machine35 date166 13"
"Order information
• There are 40 item18 drawings that need to be done. It's until June 11, 2021. It's 17,794 won. And BV/W
• Wait, check this, is this the 40 item17 drawing? It's until June 11, 2021, and it's 24,418 won? There's also BV/W.
• Hey, look at this, is that 188 item09? It's until June 14th, 2021, 3,452 won. And nothing special.
• want 30 of these item24. They have to be done by June 15th, 2021, and the unit price is 26,719 won. Oh, and there's nothing special about it.
• Just got item63. 72. You have until June 15th, 2021. 24,360 won. Nothing special.

Machine information
• item17 machine04 8.47
• item17 machine07 6.8
• item17 machine08 8.31
• item17 machine09 7.24
• item17 machine10 1.17
• item17 machine14 8.56
• item17 machine18 10.73
• item17 machine21 7.54
• item17 machine22 4.38
• item17 machine23 11.0
• item17 machine28 4.27
• item17 machine29 9.32
• item17 machine33 8.42
• item17 machine35 7.48
• item18 machine04 3.86
• item18 machine07 3.21
• item18 machine08 3.92
• item18 machine09 3.5
• item18 machine10 1.66
• item18 machine14 4.0
• item18 machine21 3.51
• item18 machine22 3.41
• item18 machine23 1.17
• item18 machine28 2.43
• item18 machine29 3.92
• item18 machine30 3.84
• item18 machine34 3.45
• item18 machine35 4.03
• item09 machine08 2.31
• item09 machine10 2.32
• item09 machine14 3.0
• item09 machine21 2.44
• item09 machine22 2.34
• item09 machine28 2.59
• item09 machine30 2.4
• item09 machine31 2.21
• item09 machine35 1.92
• item24 machine04 8.03
• item24 machine05 7.8
• item24 machine07 6.99
• item24 machine08 6.86
• item24 machine09 7.43
• item24 machine10 7.82
• item24 machine14 6.97
• item24 machine20 6.57
• item24 machine21 6.99
• item24 machine22 7.51
• item24 machine28 7.8
• item24 machine30 9.22
• item24 machine33 7.83
• item24 machine34 7.59
• item24 machine35 7.48
• item63 machine08 4.67
• item63 machine21 5.0
• item63 machine32 6.57
• item63 machine33 6.15","• item24 machine04 date166 15
• item24 machine05 date166 19
• item24 machine07 date166 12
• item24 machine08 date166 23
• item24 machine09 date166 18
• item24 machine10 date166 22
• item24 machine14 date166 14
• item24 machine20 date166 2
• item24 machine21 date166 22
• item24 machine22 date166 24
• item24 machine28 date166 23
• item24 machine30 date166 9
• item24 machine34 date166 10
• item24 machine35 date166 8
• item09 machine08 date165 71
• item09 machine10 date165 40
• item09 machine14 date165 160
• item09 machine21 date165 23
• item09 machine22 date165 177
• item09 machine28 date165 67
• item09 machine30 date165 168
• item09 machine31 date165 74
• item09 machine35 date165 3
• item18 machine04 date162 21
• item18 machine07 date162 15
• item18 machine09 date162 10
• item18 machine10 date162 6
• item18 machine14 date162 29
• item18 machine21 date162 1
• item18 machine22 date162 3
• item18 machine23 date162 14
• item18 machine29 date162 13
• item18 machine30 date162 6
• item18 machine34 date162 7
• item18 machine35 date162 32
• item17 machine04 date162 15
• item17 machine07 date162 1
• item17 machine08 date162 14
• item17 machine09 date162 13
• item17 machine10 date162 18
• item17 machine14 date162 9
• item17 machine18 date162 19
• item17 machine21 date162 3
• item17 machine23 date162 6
• item17 machine28 date162 34
• item17 machine29 date162 8
• item17 machine33 date162 2
• item17 machine35 date162 7
• item63 machine08 date166 29
• item63 machine21 date166 42
• item63 machine32 date166 4"
"Order information
• Wait, check this, is this the 40 item17 drawing? It's until June 11, 2021, and it's 24,418 won? There's also BV/W.
• Hey, look at this, is that 188 item09? It's until June 14th, 2021, 3,452 won. And nothing special.
• want 30 of these item24. They have to be done by June 15th, 2021, and the unit price is 26,719 won. Oh, and there's nothing special about it.
• Just got item63. 72. You have until June 15th, 2021. 24,360 won. Nothing special.
• This is a bit urgent, but the item24 drawing 28 is due on June 15, 2021. It costs 26,719 won, and there are no special conditions.

Machine information
• item17 machine04 8.47
• item17 machine07 6.8
• item17 machine08 8.31
• item17 machine09 7.24
• item17 machine10 1.17
• item17 machine14 8.56
• item17 machine18 10.73
• item17 machine21 7.54
• item17 machine22 4.38
• item17 machine23 11.0
• item17 machine28 4.27
• item17 machine29 9.32
• item17 machine33 8.42
• item17 machine35 7.48
• item09 machine08 2.31
• item09 machine10 2.32
• item09 machine14 3.0
• item09 machine21 2.44
• item09 machine22 2.34
• item09 machine28 2.59
• item09 machine30 2.4
• item09 machine31 2.21
• item09 machine35 1.92
• item24 machine04 8.03
• item24 machine05 7.8
• item24 machine07 6.99
• item24 machine08 6.86
• item24 machine09 7.43
• item24 machine10 7.82
• item24 machine14 6.97
• item24 machine20 6.57
• item24 machine21 6.99
• item24 machine22 7.51
• item24 machine28 7.8
• item24 machine30 9.22
• item24 machine33 7.83
• item24 machine34 7.59
• item24 machine35 7.48
• item63 machine08 4.67
• item63 machine21 5.0
• item63 machine32 6.57
• item63 machine33 6.15","• item17 machine04 date162 31
• item17 machine07 date162 9
• item17 machine08 date162 4
• item17 machine09 date162 31
• item17 machine10 date162 4
• item17 machine18 date162 6
• item17 machine21 date162 2
• item17 machine22 date162 19
• item17 machine23 date162 1
• item17 machine28 date162 7
• item17 machine29 date162 1
• item17 machine33 date162 15
• item17 machine35 date162 15
• item24 machine04 date166 55
• item24 machine05 date166 2
• item24 machine07 date166 53
• item24 machine08 date166 21
• item24 machine09 date166 47
• item24 machine10 date166 40
• item24 machine14 date166 25
• item24 machine20 date166 38
• item24 machine21 date166 31
• item24 machine22 date166 41
• item24 machine28 date166 48
• item24 machine30 date166 58
• item24 machine33 date166 54
• item24 machine34 date166 39
• item24 machine35 date166 56
• item09 machine08 date165 58
• item09 machine10 date165 164
• item09 machine14 date165 126
• item09 machine21 date165 55
• item09 machine22 date165 122
• item09 machine28 date165 62
• item09 machine30 date165 63
• item09 machine31 date165 183
• item09 machine35 date165 109
• item63 machine08 date166 58
• item63 machine21 date166 6
• item63 machine32 date166 46
• item63 machine33 date166 25"
"Order information
• Hey, look at this, is that 188 item09? It's until June 14th, 2021, 3,452 won. And nothing special.
• want 30 of these item24. They have to be done by June 15th, 2021, and the unit price is 26,719 won. Oh, and there's nothing special about it.
• Just got item63. 72. You have until June 15th, 2021. 24,360 won. Nothing special.
• This is a bit urgent, but the item24 drawing 28 is due on June 15, 2021. It costs 26,719 won, and there are no special conditions.
• Just got item62. 72. You have until June 15th, 2021. 20,475 won. Nothing special.

Machine information
• item09 machine08 2.31
• item09 machine10 2.32
• item09 machine14 3.0
• item09 machine21 2.44
• item09 machine22 2.34
• item09 machine28 2.59
• item09 machine30 2.4
• item09 machine31 2.21
• item09 machine35 1.92
• item24 machine04 8.03
• item24 machine05 7.8
• item24 machine07 6.99
• item24 machine08 6.86
• item24 machine09 7.43
• item24 machine10 7.82
• item24 machine14 6.97
• item24 machine20 6.57
• item24 machine21 6.99
• item24 machine22 7.51
• item24 machine28 7.8
• item24 machine30 9.22
• item24 machine33 7.83
• item24 machine34 7.59
• item24 machine35 7.48
• item62 machine08 5.38
• item62 machine09 5.81
• item62 machine21 4.62
• item62 machine28 4.38
• item62 machine29 6.67
• item62 machine32 5.28
• item62 machine33 6.28
• item63 machine08 4.67
• item63 machine21 5.0
• item63 machine32 6.57
• item63 machine33 6.15","• item62 machine21 date166 61
• item62 machine28 date166 43
• item62 machine29 date166 60
• item62 machine32 date166 50
• item62 machine09 date166 35
• item24 machine14 date166 54
• item24 machine07 date166 7
• item24 machine34 date166 50
• item24 machine35 date166 12
• item24 machine20 date166 25
• item24 machine21 date166 19
• item24 machine22 date166 6
• item24 machine28 date166 16
• item24 machine30 date166 26
• item24 machine04 date166 26
• item24 machine09 date166 25
• item24 machine10 date166 37
• item24 machine05 date166 14
• item09 machine14 date165 170
• item09 machine35 date165 152
• item09 machine21 date165 150
• item09 machine22 date165 107
• item09 machine28 date165 23
• item09 machine30 date165 176
• item09 machine31 date165 3
• item09 machine08 date165 174
• item09 machine10 date165 171
• item63 machine21 date166 19
• item63 machine32 date166 40"
"Order information
• want 30 of these item24. They have to be done by June 15th, 2021, and the unit price is 26,719 won. Oh, and there's nothing special about it.
• Just got item63. 72. You have until June 15th, 2021. 24,360 won. Nothing special.
• This is a bit urgent, but the item24 drawing 28 is due on June 15, 2021. It costs 26,719 won, and there are no special conditions.
• Just got item62. 72. You have until June 15th, 2021. 20,475 won. Nothing special.
• There's item66 that came yesterday. I have to do 20 of those, and it's until June 15th, 2021. It's 86,940 won, and there's nothing special about it.

Machine information
• item24 machine04 8.03
• item24 machine05 7.8
• item24 machine07 6.99
• item24 machine08 6.86
• item24 machine09 7.43
• item24 machine10 7.82
• item24 machine14 6.97
• item24 machine20 6.57
• item24 machine21 6.99
• item24 machine22 7.51
• item24 machine28 7.8
• item24 machine30 9.22
• item24 machine33 7.83
• item24 machine34 7.59
• item24 machine35 7.48
• item62 machine08 5.38
• item62 machine09 5.81
• item62 machine21 4.62
• item62 machine28 4.38
• item62 machine29 6.67
• item62 machine32 5.28
• item62 machine33 6.28
• item63 machine08 4.67
• item63 machine21 5.0
• item63 machine32 6.57
• item63 machine33 6.15
• item66 machine08 7.21
• item66 machine09 8.21
• item66 machine10 9.82
• item66 machine14 9.82
• item66 machine21 8.04
• item66 machine23 7.92
• item66 machine28 8.41
• item66 machine33 6.83","• item62 machine28 date166 9
• item62 machine29 date166 29
• item62 machine32 date166 65
• item62 machine33 date166 33
• item62 machine09 date166 63
• item66 machine14 date166 2
• item66 machine23 date166 6
• item66 machine28 date166 7
• item66 machine33 date166 15
• item66 machine09 date166 12
• item66 machine10 date166 18
• item24 machine14 date166 34
• item24 machine07 date166 29
• item24 machine34 date166 39
• item24 machine20 date166 27
• item24 machine35 date166 21
• item24 machine22 date166 56
• item24 machine28 date166 11
• item24 machine30 date166 5
• item24 machine04 date166 4
• item24 machine33 date166 10
• item24 machine05 date166 13
• item24 machine09 date166 18
• item24 machine10 date166 29
• item63 machine32 date166 19
• item63 machine33 date166 10"
"Order information
• Just got item63. 72. You have until June 15th, 2021. 24,360 won. Nothing special.
• This is a bit urgent, but the item24 drawing 28 is due on June 15, 2021. It costs 26,719 won, and there are no special conditions.
• Just got item62. 72. You have until June 15th, 2021. 20,475 won. Nothing special.
• There's item66 that came yesterday. I have to do 20 of those, and it's until June 15th, 2021. It's 86,940 won, and there's nothing special about it.
• Is this item82 24? It has to be done by June 15th, 2021 and it costs 8,226 won. There are no special conditions.

Machine information
• item24 machine04 8.03
• item24 machine05 7.8
• item24 machine07 6.99
• item24 machine08 6.86
• item24 machine09 7.43
• item24 machine10 7.82
• item24 machine14 6.97
• item24 machine20 6.57
• item24 machine21 6.99
• item24 machine22 7.51
• item24 machine28 7.8
• item24 machine30 9.22
• item24 machine33 7.83
• item24 machine34 7.59
• item24 machine35 7.48
• item62 machine08 5.38
• item62 machine09 5.81
• item62 machine21 4.62
• item62 machine28 4.38
• item62 machine29 6.67
• item62 machine32 5.28
• item62 machine33 6.28
• item63 machine08 4.67
• item63 machine21 5.0
• item63 machine32 6.57
• item63 machine33 6.15
• item66 machine08 7.21
• item66 machine09 8.21
• item66 machine10 9.82
• item66 machine14 9.82
• item66 machine21 8.04
• item66 machine23 7.92
• item66 machine28 8.41
• item66 machine33 6.83
• item82 machine08 4.57
• item82 machine09 4.72
• item82 machine10 4.61
• item82 machine14 4.84
• item82 machine21 4.46
• item82 machine22 4.7
• item82 machine23 4.8
• item82 machine28 4.5
• item82 machine30 4.67
• item82 machine35 4.33","• item62 machine28 date166 68
• item62 machine29 date166 68
• item62 machine32 date166 9
• item62 machine08 date166 2
• item82 machine14 date166 10
• item82 machine35 date166 12
• item82 machine22 date166 19
• item82 machine23 date166 22
• item82 machine28 date166 14
• item82 machine30 date166 17
• item82 machine08 date166 5
• item66 machine14 date166 6
• item66 machine23 date166 8
• item66 machine28 date166 13
• item66 machine08 date166 14
• item66 machine10 date166 1
• item63 machine32 date166 17
• item63 machine08 date166 57
• item24 machine14 date166 24
• item24 machine07 date166 12
• item24 machine34 date166 20
• item24 machine35 date166 13
• item24 machine20 date166 11
• item24 machine22 date166 6
• item24 machine28 date166 7
• item24 machine30 date166 5
• item24 machine04 date166 7
• item24 machine05 date166 7
• item24 machine08 date166 19
• item24 machine10 date166 23"
"Order information
• This is a bit urgent, but the item24 drawing 28 is due on June 15, 2021. It costs 26,719 won, and there are no special conditions.
• Just got item62. 72. You have until June 15th, 2021. 20,475 won. Nothing special.
• There's item66 that came yesterday. I have to do 20 of those, and it's until June 15th, 2021. It's 86,940 won, and there's nothing special about it.
• Is this item82 24? It has to be done by June 15th, 2021 and it costs 8,226 won. There are no special conditions.
• Please check this, item02 300 pieces until June 15th, 2021? Unit price is 10,450 won, nothing special.

Machine information
• item02 machine09 3.86
• item02 machine14 0.82
• item24 machine04 8.03
• item24 machine05 7.8
• item24 machine07 6.99
• item24 machine08 6.86
• item24 machine09 7.43
• item24 machine10 7.82
• item24 machine14 6.97
• item24 machine20 6.57
• item24 machine21 6.99
• item24 machine22 7.51
• item24 machine28 7.8
• item24 machine30 9.22
• item24 machine33 7.83
• item24 machine34 7.59
• item24 machine35 7.48
• item62 machine08 5.38
• item62 machine09 5.81
• item62 machine21 4.62
• item62 machine28 4.38
• item62 machine29 6.67
• item62 machine32 5.28
• item62 machine33 6.28
• item66 machine08 7.21
• item66 machine09 8.21
• item66 machine10 9.82
• item66 machine14 9.82
• item66 machine21 8.04
• item66 machine23 7.92
• item66 machine28 8.41
• item66 machine33 6.83
• item82 machine08 4.57
• item82 machine09 4.72
• item82 machine10 4.61
• item82 machine14 4.84
• item82 machine21 4.46
• item82 machine22 4.7
• item82 machine23 4.8
• item82 machine28 4.5
• item82 machine30 4.67
• item82 machine35 4.33","• item62 machine21 date166 56
• item62 machine28 date166 66
• item62 machine29 date166 62
• item62 machine32 date166 67
• item62 machine33 date166 46
• item02 machine14 date166 102
• item82 machine35 date166 11
• item82 machine22 date166 20
• item82 machine23 date166 22
• item82 machine28 date166 5
• item82 machine30 date166 23
• item82 machine10 date166 21
• item66 machine14 date166 10
• item66 machine21 date166 5
• item66 machine23 date166 17
• item66 machine28 date166 14
• item66 machine33 date166 12
• item66 machine10 date166 20
• item24 machine14 date166 19
• item24 machine07 date166 1
• item24 machine34 date166 19
• item24 machine35 date166 11
• item24 machine20 date166 5
• item24 machine21 date166 21
• item24 machine22 date166 24
• item24 machine28 date166 9
• item24 machine30 date166 2
• item24 machine04 date166 5
• item24 machine33 date166 7
• item24 machine05 date166 2
• item24 machine10 date166 9"
"Order information
• Just got item62. 72. You have until June 15th, 2021. 20,475 won. Nothing special.
• There's item66 that came yesterday. I have to do 20 of those, and it's until June 15th, 2021. It's 86,940 won, and there's nothing special about it.
• Is this item82 24? It has to be done by June 15th, 2021 and it costs 8,226 won. There are no special conditions.
• Please check this, item02 300 pieces until June 15th, 2021? Unit price is 10,450 won, nothing special.
• Check this out. They want 5 item27s, but they say it's due on June 17, 2021. 53,798 won, LR

Machine information
• item02 machine09 3.86
• item02 machine14 0.82
• item62 machine08 5.38
• item62 machine09 5.81
• item62 machine21 4.62
• item62 machine28 4.38
• item62 machine29 6.67
• item62 machine32 5.28
• item62 machine33 6.28
• item66 machine08 7.21
• item66 machine09 8.21
• item66 machine10 9.82
• item66 machine14 9.82
• item66 machine21 8.04
• item66 machine23 7.92
• item66 machine28 8.41
• item66 machine33 6.83
• item82 machine08 4.57
• item82 machine09 4.72
• item82 machine10 4.61
• item82 machine14 4.84
• item82 machine21 4.46
• item82 machine22 4.7
• item82 machine23 4.8
• item82 machine28 4.5
• item82 machine30 4.67
• item82 machine35 4.33
• item27 machine07 8.05
• item27 machine08 9.2
• item27 machine09 8.0
• item27 machine14 9.12
• item27 machine20 12.0
• item27 machine21 9.5
• item27 machine30 8.9
• item27 machine32 14.0","• item62 machine21 date166 58
• item62 machine28 date166 26
• item62 machine29 date166 29
• item62 machine32 date166 18
• item62 machine08 date166 20
• item02 machine14 date166 62
• item27 machine20 date168 1
• item27 machine30 date168 1
• item27 machine32 date168 1
• item27 machine07 date168 1
• item27 machine08 date168 1
• item27 machine09 date168 1
• item82 machine14 date166 2
• item82 machine35 date166 16
• item82 machine22 date166 2
• item82 machine23 date166 20
• item82 machine28 date166 9
• item82 machine08 date166 6
• item82 machine10 date166 6
• item66 machine14 date166 14
• item66 machine21 date166 9
• item66 machine23 date166 1
• item66 machine28 date166 13
• item66 machine33 date166 10
• item66 machine08 date166 20
• item66 machine10 date166 16"
"Order information
• There's item66 that came yesterday. I have to do 20 of those, and it's until June 15th, 2021. It's 86,940 won, and there's nothing special about it.
• Is this item82 24? It has to be done by June 15th, 2021 and it costs 8,226 won. There are no special conditions.
• Please check this, item02 300 pieces until June 15th, 2021? Unit price is 10,450 won, nothing special.
• Check this out. They want 5 item27s, but they say it's due on June 17, 2021. 53,798 won, LR
• Oh, I just got the item94 drawing, and it says it's due on June 17th, 2021. I need to do 6 of them, and it's 33,984 won, nothing special.

Machine information
• item02 machine09 3.86
• item02 machine14 0.82
• item66 machine08 7.21
• item66 machine09 8.21
• item66 machine10 9.82
• item66 machine14 9.82
• item66 machine21 8.04
• item66 machine23 7.92
• item66 machine28 8.41
• item66 machine33 6.83
• item82 machine08 4.57
• item82 machine09 4.72
• item82 machine10 4.61
• item82 machine14 4.84
• item82 machine21 4.46
• item82 machine22 4.7
• item82 machine23 4.8
• item82 machine28 4.5
• item82 machine30 4.67
• item82 machine35 4.33
• item27 machine07 8.05
• item27 machine08 9.2
• item27 machine09 8.0
• item27 machine14 9.12
• item27 machine20 12.0
• item27 machine21 9.5
• item27 machine30 8.9
• item27 machine32 14.0
• item94 machine01 10.0
• item94 machine04 5.0
• item94 machine05 10.0
• item94 machine08 6.79
• item94 machine09 6.17
• item94 machine10 6.93
• item94 machine14 7.0
• item94 machine21 7.24
• item94 machine32 7.29
• item94 machine33 7.05
• item94 machine34 5.51","• item94 machine14 date168 1
• item94 machine34 date168 2
• item94 machine21 date168 2
• item94 machine01 date168 2
• item94 machine04 date168 2
• item94 machine05 date168 4
• item94 machine33 date168 1
• item94 machine32 date168 3
• item94 machine08 date168 5
• item94 machine09 date168 2
• item94 machine10 date168 1
• item02 machine14 date166 158
• item02 machine09 date166 25
• item27 machine14 date168 2
• item27 machine07 date168 1
• item27 machine30 date168 2
• item27 machine08 date168 1
• item82 machine14 date166 22
• item82 machine35 date166 23
• item82 machine21 date166 6
• item82 machine22 date166 2
• item82 machine23 date166 13
• item82 machine28 date166 9
• item82 machine30 date166 19
• item82 machine08 date166 5
• item82 machine09 date166 7
• item82 machine10 date166 9
• item66 machine14 date166 17
• item66 machine21 date166 16
• item66 machine23 date166 9
• item66 machine28 date166 18
• item66 machine33 date166 11
• item66 machine08 date166 11
• item66 machine09 date166 17
• item66 machine10 date166 14"
"Order information
• Is this item82 24? It has to be done by June 15th, 2021 and it costs 8,226 won. There are no special conditions.
• Please check this, item02 300 pieces until June 15th, 2021? Unit price is 10,450 won, nothing special.
• Check this out. They want 5 item27s, but they say it's due on June 17, 2021. 53,798 won, LR
• Oh, I just got the item94 drawing, and it says it's due on June 17th, 2021. I need to do 6 of them, and it's 33,984 won, nothing special.
• Just got item25. 6 for 21 years until June 17th. 72,993 won. Nothing special.

Machine information
• item02 machine09 3.86
• item02 machine14 0.82
• item82 machine08 4.57
• item82 machine09 4.72
• item82 machine10 4.61
• item82 machine14 4.84
• item82 machine21 4.46
• item82 machine22 4.7
• item82 machine23 4.8
• item82 machine28 4.5
• item82 machine30 4.67
• item82 machine35 4.33
• item25 machine01 11.44
• item25 machine03 12.12
• item25 machine05 10.25
• item25 machine06 9.5
• item25 machine17 11.41
• item25 machine19 14.29
• item25 machine32 11.04
• item25 machine33 9.56
• item25 machine34 9.02
• item25 machine35 8.5
• item27 machine07 8.05
• item27 machine08 9.2
• item27 machine09 8.0
• item27 machine14 9.12
• item27 machine20 12.0
• item27 machine21 9.5
• item27 machine30 8.9
• item27 machine32 14.0
• item94 machine01 10.0
• item94 machine04 5.0
• item94 machine05 10.0
• item94 machine08 6.79
• item94 machine09 6.17
• item94 machine10 6.93
• item94 machine14 7.0
• item94 machine21 7.24
• item94 machine32 7.29
• item94 machine33 7.05
• item94 machine34 5.51","• item25 machine01 date168 3
• item25 machine03 date168 1
• item25 machine05 date168 1
• item25 machine06 date168 5
• item25 machine17 date168 4
• item25 machine19 date168 1
• item25 machine32 date168 6
• item25 machine33 date168 6
• item25 machine34 date168 5
• item25 machine35 date168 3
• item94 machine01 date168 6
• item94 machine04 date168 6
• item94 machine08 date168 1
• item94 machine09 date168 3
• item94 machine10 date168 5
• item94 machine14 date168 2
• item94 machine21 date168 5
• item94 machine32 date168 3
• item94 machine33 date168 1
• item02 machine09 date166 46
• item02 machine14 date166 172
• item27 machine08 date168 1
• item27 machine09 date168 1
• item27 machine21 date168 1
• item27 machine30 date168 1
• item82 machine08 date166 13
• item82 machine10 date166 13
• item82 machine14 date166 9
• item82 machine21 date166 3
• item82 machine22 date166 18
• item82 machine23 date166 16
• item82 machine28 date166 13
• item82 machine30 date166 12
• item82 machine35 date166 13"
"Order information
• Please check this, item02 300 pieces until June 15th, 2021? Unit price is 10,450 won, nothing special.
• Check this out. They want 5 item27s, but they say it's due on June 17, 2021. 53,798 won, LR
• Oh, I just got the item94 drawing, and it says it's due on June 17th, 2021. I need to do 6 of them, and it's 33,984 won, nothing special.
• Just got item25. 6 for 21 years until June 17th. 72,993 won. Nothing special.
• Just got item79. You have until June 17th, 2021 for 24. It's 29,900 won and nothing special.

Machine information
• item02 machine09 3.86
• item02 machine14 0.82
• item25 machine01 11.44
• item25 machine03 12.12
• item25 machine05 10.25
• item25 machine06 9.5
• item25 machine17 11.41
• item25 machine19 14.29
• item25 machine32 11.04
• item25 machine33 9.56
• item25 machine34 9.02
• item25 machine35 8.5
• item27 machine07 8.05
• item27 machine08 9.2
• item27 machine09 8.0
• item27 machine14 9.12
• item27 machine20 12.0
• item27 machine21 9.5
• item27 machine30 8.9
• item27 machine32 14.0
• item79 machine04 7.32
• item79 machine08 3.21
• item79 machine09 11.98
• item79 machine20 9.32
• item79 machine21 7.32
• item79 machine23 6.0
• item79 machine28 6.25
• item79 machine29 7.32
• item79 machine33 7.49
• item94 machine01 10.0
• item94 machine04 5.0
• item94 machine05 10.0
• item94 machine08 6.79
• item94 machine09 6.17
• item94 machine10 6.93
• item94 machine14 7.0
• item94 machine21 7.24
• item94 machine32 7.29
• item94 machine33 7.05
• item94 machine34 5.51","• item25 machine01 date168 5
• item25 machine03 date168 1
• item25 machine05 date168 6
• item25 machine06 date168 2
• item25 machine17 date168 3
• item25 machine19 date168 2
• item25 machine32 date168 6
• item25 machine33 date168 3
• item25 machine34 date168 4
• item25 machine35 date168 4
• item94 machine01 date168 3
• item94 machine04 date168 2
• item94 machine05 date168 2
• item94 machine08 date168 6
• item94 machine09 date168 4
• item94 machine14 date168 3
• item94 machine21 date168 2
• item94 machine32 date168 1
• item94 machine33 date168 5
• item94 machine34 date168 6
• item02 machine14 date166 258
• item79 machine04 date168 5
• item79 machine09 date168 11
• item79 machine20 date168 17
• item79 machine21 date168 7
• item79 machine23 date168 8
• item79 machine28 date168 4
• item79 machine29 date168 17
• item79 machine33 date168 23
• item27 machine07 date168 2
• item27 machine09 date168 2
• item27 machine30 date168 1
• item27 machine32 date168 1"
